ANO,MERCADO,MES,CLIENTE,MN,ARTIGO,REPRESENTANTE,GERENCIA,MTS,RS
2026,E,JAN,BUSTLE CLOTHING,TED,GALLES,CHARLES MILGROM,EXPORTAÇÃO,775.0,22222.0
2026,E,JAN,CAMISAS BÁVARA SAS.,TF,OXFORDINE,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,1027.0,19685.0
2026,E,JAN,CAMISAS BÁVARA SAS.,TP,GALLES,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,4040.0,73585.0
2026,E,JAN,CAMISAS BÁVARA SAS.,TP,OXFORDINE,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,992.0,18870.0
2026,E,JAN,COMERTEX S.A.S,TF,ANA RUGA,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,2382.0,42126.0
2026,E,JAN,COMERTEX S.A.S,TF,BIARRITZ,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,3764.0,58248.0
2026,E,JAN,COMERTEX S.A.S,TF,OXFORD,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,888.0,13744.0
2026,E,JAN,COMERTEX S.A.S,TF,VICHY,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,5459.0,75442.0
2026,E,JAN,COMERTEX S.A.S,TP,BIARRITZ,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,301.0,4164.0
2026,E,JAN,COMERTEX S.A.S,TP,OXFORD,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,292.0,4039.0
2026,E,JAN,ESTUDIO DE MODA S.A.S.,TP,RAVEL,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,200.0,4829.0
2026,E,JAN,EXIID INTERNATIONAL,TF,BIARRITZ,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,6.0,180.0
2026,E,JAN,EXIID INTERNATIONAL,TF,TAOS,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,6.0,162.0
2026,E,JAN,EXIID INTERNATIONAL,TF,TAOS FLAT,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,6.0,164.0
2026,E,JAN,EXIID INTERNATIONAL,TF,TAOS MELANGE,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,12.0,366.0
2026,E,JAN,EXIID INTERNATIONAL,TF,VARSOVIA,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,6.0,176.0
2026,E,JAN,FABRIC FINDERS INC.,TER,RUTH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1104.0,21259.0
2026,E,JAN,FABRIC FINDERS INC.,TED,SILKY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,201.0,2933.0
2026,E,JAN,FABRIC FINDERS INC.,TF,ANA RUGA,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1014.0,16671.0
2026,E,JAN,FABRIC FINDERS INC.,TF,ANA RUGA STRONG,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,530.0,9788.0
2026,E,JAN,FABRIC FINDERS INC.,TF,CHAMBRAY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,764.0,12402.0
2026,E,JAN,FABRIC FINDERS INC.,TF,VICHY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,2183.0,29134.0
2026,E,JAN,FABRIC FINDERS INC.,TP,ANA RUGA,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,368.0,5785.0
2026,E,JAN,FABRIC FINDERS INC.,TP,CAPITU,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,183.0,2307.0
2026,E,JAN,FABRIC FINDERS INC.,TP,RUTH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,959.0,16637.0
2026,E,JAN,"HANDWORKS, S.A. DE C.V.",TP,ANA RUGA,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,110.0,4255.0
2026,E,JAN,HANS-GERD SWAFING E.K,TF,BIARRITZ,VOLKER EICKELMANN,EXPORTAÇÃO,6595.0,158654.0
2026,E,JAN,HANS-GERD SWAFING E.K,TF,MAQ. 40,VOLKER EICKELMANN,EXPORTAÇÃO,3078.0,83223.0
2026,E,JAN,HANS-GERD SWAFING E.K,TF,OXFORDINE,VOLKER EICKELMANN,EXPORTAÇÃO,3701.0,93797.0
2026,E,JAN,HANS-GERD SWAFING E.K,TP,BIARRITZ,VOLKER EICKELMANN,EXPORTAÇÃO,644.0,14152.0
2026,E,JAN,JOREMES S.A.S.,TED,BIARRITZ,BENJAMIN MIODOWNIK,EXPORTAÇÃO,54.0,1017.0
2026,E,JAN,JOREMES S.A.S.,TED,BOXER,BENJAMIN MIODOWNIK,EXPORTAÇÃO,99.0,1722.0
2026,E,JAN,JOREMES S.A.S.,TED,OXFORD,BENJAMIN MIODOWNIK,EXPORTAÇÃO,238.0,4302.0
2026,E,JAN,JOREMES S.A.S.,TED,SILKY,BENJAMIN MIODOWNIK,EXPORTAÇÃO,100.0,1657.0
2026,E,JAN,KATTAN GROUP,TP,AMADEUS,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,10188.0,292617.0
2026,E,JAN,MANUFACTURAS REYMON S.A.,TER,SILKY,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,8930.0,115710.0
2026,E,JAN,MANUFACTURAS REYMON S.A.,TF,VICHY,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,19566.0,253542.0
2026,E,JAN,MIC2 LLC,TED,SILKY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,30.0,949.0
2026,E,JAN,MIC2 LLC,TF,VICHY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,10.0,287.0
2026,E,JAN,ROMINUR S.A,TF,MAQ. 60,BENJAMIN MIODOWNIK,EXPORTAÇÃO,612.0,13877.0
2026,E,JAN,ROMINUR S.A,TF,RAVEL,BENJAMIN MIODOWNIK,EXPORTAÇÃO,201.0,4408.0
2026,E,JAN,ROMINUR S.A,TF,RIVIERA,BENJAMIN MIODOWNIK,EXPORTAÇÃO,1782.0,40441.0
2026,E,JAN,ROMINUR S.A,TF,VICHY JOB,BENJAMIN MIODOWNIK,EXPORTAÇÃO,1160.0,20268.0
2026,E,JAN,ROMINUR S.A,TP,BOXER PLUS,BENJAMIN MIODOWNIK,EXPORTAÇÃO,767.0,14261.0
2026,E,JAN,ROMINUR S.A,TP,MAQ. 60,BENJAMIN MIODOWNIK,EXPORTAÇÃO,195.0,4157.0
2026,E,JAN,ROMINUR S.A,TP,VICHY JOB,BENJAMIN MIODOWNIK,EXPORTAÇÃO,1215.0,20245.0
2026,E,JAN,ROYALTEX S.A.,TF,LUHI,WALTER SILVA MOLINARI,EXPORTAÇÃO,1735.0,36382.0
2026,E,JAN,ROYALTEX S.A.,TP,LUHI,WALTER SILVA MOLINARI,EXPORTAÇÃO,1611.0,33795.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TF,ANA RUGA,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,971.0,13922.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TF,CHAMBRAY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,544.0,6923.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TF,OXFORD,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,95.0,1210.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TF,OXFORD JOB,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1281.0,17036.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TP,GALLES STRETCH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,275.0,3786.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TP,OXFORD JOB,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,992.0,12284.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TP,PIQUET,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,297.0,4895.0
2026,E,JAN,SPECHLER-VOGEL TEXTILES,TP,RUTH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1611.0,24290.0
2026,E,JAN,TOM JAMES COMPANY,TP,GALLES,CHARLES MILGROM,EXPORTAÇÃO,250.0,4506.0
2026,E,JAN,TOM JAMES COMPANY,TP,PIQUET,CHARLES MILGROM,EXPORTAÇÃO,120.0,2820.0
2026,E,JAN,ZENTEX,TP,PIQUET,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,110.0,5014.0
2026,E,FEV,DRAPS S.R.L.,TF,ANA RUGA,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,300.0,4935.0
2026,E,FEV,DRAPS S.R.L.,TF,BIARRITZ,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,1674.0,25445.0
2026,E,FEV,DRAPS S.R.L.,TF,BIS,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,150.0,2468.0
2026,E,FEV,DRAPS S.R.L.,TF,CAPRI,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,150.0,2038.0
2026,E,FEV,DRAPS S.R.L.,TF,CHAMBRAY,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,303.0,4425.0
2026,E,FEV,DRAPS S.R.L.,TF,FIL A FIL,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,505.0,7392.0
2026,E,FEV,DRAPS S.R.L.,TF,MAQ. 40,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,474.0,7800.0
2026,E,FEV,DRAPS S.R.L.,TF,MAQ. 50,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,150.0,2664.0
2026,E,FEV,DRAPS S.R.L.,TF,OXFORD,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,1356.0,19116.0
2026,E,FEV,DRAPS S.R.L.,TF,TAOS,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,311.0,4384.0
2026,E,FEV,DRAPS S.R.L.,TF,VICHY,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,1848.0,23643.0
2026,E,FEV,DRAPS S.R.L.,TP,ANA RUGA,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,184.0,2915.0
2026,E,FEV,DRAPS S.R.L.,TP,MAQ. 40,REPRESENTANTE DIRETO CIC - EXP,EXPORTAÇÃO,155.0,2387.0
2026,E,FEV,FABRIC FINDERS INC.,TED,SILKY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1285.0,18276.0
2026,E,FEV,FABRIC FINDERS INC.,TF,ANA RUGA,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,885.0,14028.0
2026,E,FEV,FABRIC FINDERS INC.,TF,VICHY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1811.0,23806.0
2026,E,FEV,FABRIC FINDERS INC.,TP,RUTH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1236.0,21203.0
2026,E,FEV,FABRIC FINDERS INC.,TP,SILKY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,1057.0,12648.0
2026,E,FEV,GUSTAVO ADOLFO GIRON OCHOA,TF,FIL A FIL,WALTER SILVA MOLINARI,EXPORTAÇÃO,2412.0,39439.0
2026,E,FEV,GUSTAVO ADOLFO GIRON OCHOA,TF,OXFORDINE,WALTER SILVA MOLINARI,EXPORTAÇÃO,2011.0,35607.0
2026,E,FEV,GUSTAVO ADOLFO GIRON OCHOA,TF,RUTH,WALTER SILVA MOLINARI,EXPORTAÇÃO,1278.0,25128.0
2026,E,FEV,GUSTAVO ADOLFO GIRON OCHOA,TP,OXFORDINE,WALTER SILVA MOLINARI,EXPORTAÇÃO,501.0,8616.0
2026,E,FEV,GUSTAVO ADOLFO GIRON OCHOA,TP,RUTH,WALTER SILVA MOLINARI,EXPORTAÇÃO,1093.0,20569.0
2026,E,FEV,KARRETEL S.R.L.,TF,CACAU,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,494.0,7558.0
2026,E,FEV,KARRETEL S.R.L.,TF,CAPRI,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,925.0,12423.0
2026,E,FEV,KARRETEL S.R.L.,TF,LUHI,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,452.0,8990.0
2026,E,FEV,KARRETEL S.R.L.,TF,MAQ. 40,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,1209.0,20186.0
2026,E,FEV,KARRETEL S.R.L.,TF,OXFORDINE,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,1201.0,18611.0
2026,E,FEV,KARRETEL S.R.L.,TF,TAOS FLAT,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,896.0,12722.0
2026,E,FEV,KARRETEL S.R.L.,TF,VICHY,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,4014.0,51449.0
2026,E,FEV,MILTON DE LA CRUZ,TP,ANA RUGA,WALTER SILVA MOLINARI,EXPORTAÇÃO,588.0,13900.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TF,BIARRITZ,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,399.0,7111.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TF,LUHI,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,1398.0,31649.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TF,MAQ. 50,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,268.0,5711.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TF,TAOS,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,99.0,1658.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TP,GALLES STRETCH,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,278.0,5680.0
2026,E,FEV,MOTOR OIL JEANS SOC RESP LTDA,TP,LUHI,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,270.0,5969.0
2026,E,FEV,PALYGA S.A.,TF,OXFORD,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,2023.0,33140.0
2026,E,FEV,PALYGA S.A.,TF,TAOS,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,878.0,13973.0
2026,E,FEV,PALYGA S.A.,TP,OXFORD,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,3611.0,54080.0
2026,E,FEV,PREVIEW TEXTILE,TP,GLOW STRETCH,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,147.0,2903.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TED,SILKY,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,49.0,811.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TED,SILKY SIERRA,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,51.0,858.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,BIARRITZ,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,204.0,3433.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,CHAMBRAY,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,400.0,6475.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,OXFORD,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,596.0,9248.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,RIVIERA,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,462.0,9490.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,TAOS,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,251.0,3864.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TF,VICHY,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,1163.0,17196.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TP,LINEN,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,50.0,1893.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TP,MOOD PLUS,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,50.0,1292.0
2026,E,FEV,S Y L MANUFACTURAS SAS,TP,OXFORD,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,399.0,6050.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TED,SILKY,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,102.0,1663.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,CACAU,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,25.0,442.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,OXFORD,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,61.0,996.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,TAOS,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,92.0,1459.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,TAOS FLAT,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,61.0,966.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,TRENTINO,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,30.0,817.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TF,VARSOVIA,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,61.0,1078.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TP,CUMARU,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,691.0,11252.0
2026,E,FEV,TEXTILIA COMERCIAL SPA,TP,MOGNO,MIRTHA SANCHEZ CONTRERAS,EXPORTAÇÃO,459.0,8335.0
2026,E,FEV,TORRES MORA S.A.S.,TF,ANA RUGA,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,300.0,6078.0
2026,E,FEV,TORRES MORA S.A.S.,TF,ANA RUGA STRETCH,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,611.0,14234.0
2026,E,FEV,TORRES MORA S.A.S.,TF,BIARRITZ,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,1509.0,28672.0
2026,E,FEV,TORRES MORA S.A.S.,TF,CACAU,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,757.0,14768.0
2026,E,FEV,TORRES MORA S.A.S.,TF,CAPRI,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,603.0,10074.0
2026,E,FEV,TORRES MORA S.A.S.,TF,DONATO,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,1010.0,21219.0
2026,E,FEV,TORRES MORA S.A.S.,TF,GALLES,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,904.0,16966.0
2026,E,FEV,TORRES MORA S.A.S.,TF,GALLES STRETCH,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,451.0,9475.0
2026,E,FEV,TORRES MORA S.A.S.,TF,MAQ. 40,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,149.0,3139.0
2026,E,FEV,TORRES MORA S.A.S.,TF,MOZART,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,292.0,6350.0
2026,E,FEV,TORRES MORA S.A.S.,TF,OXFORD,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,750.0,13485.0
2026,E,FEV,TORRES MORA S.A.S.,TF,OXFORDINE,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,1063.0,20747.0
2026,E,FEV,TORRES MORA S.A.S.,TF,TAOS,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,1074.0,18741.0
2026,E,FEV,TORRES MORA S.A.S.,TF,TAOS FLAT,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,302.0,5273.0
2026,E,FEV,TORRES MORA S.A.S.,TF,TRENTINO,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,612.0,18405.0
2026,E,FEV,TORRES MORA S.A.S.,TF,VARSOVIA,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,300.0,5858.0
2026,E,FEV,TORRES MORA S.A.S.,TF,VICHY,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,761.0,12128.0
2026,E,FEV,TORRES MORA S.A.S.,TP,CACAU STRETCH,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,80.0,1793.0
2026,E,FEV,TORRES MORA S.A.S.,TP,DONATO,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,150.0,2928.0
2026,E,FEV,TORRES MORA S.A.S.,TP,GALLES,AUGUSTO LONDOÑO A.,EXPORTAÇÃO,2052.0,37073.0
2026,E,MAR,ADRIANA LUCIA ARAQUE,TED,LEVON,WALTER SILVA MOLINARI,EXPORTAÇÃO,384.0,12883.0
2026,E,MAR,ADRIANA LUCIA ARAQUE,TED,LINEN,WALTER SILVA MOLINARI,EXPORTAÇÃO,60.0,3109.0
2026,E,MAR,ADRIANA LUCIA ARAQUE,TF,LEVON,WALTER SILVA MOLINARI,EXPORTAÇÃO,433.0,13626.0
2026,E,MAR,ADRIANA LUCIA ARAQUE,TP,LEVON,WALTER SILVA MOLINARI,EXPORTAÇÃO,59.0,1665.0
2026,E,MAR,ADRIANA LUCIA ARAQUE,TP,LIRA,WALTER SILVA MOLINARI,EXPORTAÇÃO,524.0,9945.0
2026,E,MAR,ALMA S.R.L.,TF,BIARRITZ,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,655.0,11893.0
2026,E,MAR,ALMA S.R.L.,TF,CACAU,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,189.0,3566.0
2026,E,MAR,ALMA S.R.L.,TF,DONATO,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,404.0,8206.0
2026,E,MAR,ALMA S.R.L.,TF,GIRON,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,310.0,6292.0
2026,E,MAR,ALMA S.R.L.,TF,JACARTA,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,201.0,4228.0
2026,E,MAR,ALMA S.R.L.,TF,OXFORD,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,689.0,11985.0
2026,E,MAR,ALMA S.R.L.,TF,TAOS,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,100.0,1695.0
2026,E,MAR,ALMA S.R.L.,TF,TAOS MELANGE,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,45.0,815.0
2026,E,MAR,ALMA S.R.L.,TF,TRENTINO,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,49.0,1412.0
2026,E,MAR,ALMA S.R.L.,TP,CACAU,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,100.0,1738.0
2026,E,MAR,ALMA S.R.L.,TP,GALLES,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,201.0,3431.0
2026,E,MAR,ALMA S.R.L.,TP,LIRA,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,161.0,3499.0
2026,E,MAR,ALMA S.R.L.,TP,MOGNO,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,200.0,3706.0
2026,E,MAR,ALMA S.R.L.,TP,OXFORD,GESSE PEDROSO DOMINGUES REPRES. EIRELI ME,EXPORTAÇÃO,299.0,4757.0
2026,E,MAR,BUSTLE CLOTHING,TF,OXFORD JOB,CHARLES MILGROM,EXPORTAÇÃO,380.0,10562.0
2026,E,MAR,CAMISAS BÁVARA SAS.,TP,GALLES,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,6250.0,101872.0
2026,E,MAR,CAMISAS BÁVARA SAS.,TP,OXFORDINE,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,2197.0,37551.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TF,BIARRITZ,WALTER SILVA MOLINARI,EXPORTAÇÃO,2272.0,36037.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TF,OXFORD JOB,WALTER SILVA MOLINARI,EXPORTAÇÃO,1617.0,25671.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TF,VICHY JOB,WALTER SILVA MOLINARI,EXPORTAÇÃO,1195.0,17135.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TP,ANA RUGA,WALTER SILVA MOLINARI,EXPORTAÇÃO,50.0,1263.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TP,BIARRITZ,WALTER SILVA MOLINARI,EXPORTAÇÃO,1147.0,17555.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TP,OXFORD,WALTER SILVA MOLINARI,EXPORTAÇÃO,466.0,6995.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TP,OXFORD JOB,WALTER SILVA MOLINARI,EXPORTAÇÃO,589.0,8727.0
2026,E,MAR,COMERCIAL CHARITO S.R.L.,TP,TECH,WALTER SILVA MOLINARI,EXPORTAÇÃO,162.0,3150.0
2026,E,MAR,CORE FABRICS C/O CAMIONAIR,TF,OXFORD,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,94.0,2685.0
2026,E,MAR,CORE FABRICS C/O CAMIONAIR,TP,OXFORD,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,46.0,1302.0
2026,E,MAR,CORE FABRICS C/O CAMIONAIR,TP,SILKY,MIC2 TEXTILE SOLUTIONS LLC,EXPORTAÇÃO,564.0,14374.0
2026,E,MAR,DANIEL SILINGER,TF,GALLES,MARIO LUIS SIKORSKI,EXPORTAÇÃO,300.0,4878.0
2026,E,MAR,DANIEL SILINGER,TP,LINEN,MARIO LUIS SIKORSKI,EXPORTAÇÃO,3555.0,139181.0
2026,E,MAR,ELIZABETH LOZANO EIRL,TP,GALLES STRETCH,WALTER SILVA MOLINARI,EXPORTAÇÃO,2465.0,44573.0
2026,E,MAR,EXIID INTERNATIONAL,TF,BIARRITZ,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,138.0,2910.0
2026,E,MAR,EXIID INTERNATIONAL,TF,TAOS,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,138.0,2777.0
2026,E,MAR,EXIID INTERNATIONAL,TF,TAOS FLAT,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,102.0,2198.0
2026,E,MAR,EXIID INTERNATIONAL,TF,TAOS MELANGE,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,279.0,5896.0
2026,E,MAR,EXIID INTERNATIONAL,TF,VARSOVIA,KARINA DE OLIVEIRA RODRIGUES,EXPORTAÇÃO,136.0,3041.0
2026,E,MAR,EXPOFARO S.A.S.,TF,CAPRI,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,730.0,11256.0
2026,E,MAR,EXPOFARO S.A.S.,TF,OXFORD,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,596.0,11832.0
2026,E,MAR,EXPOFARO S.A.S.,TF,SKIN,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,1172.0,26822.0
2026,E,MAR,EXPOFARO S.A.S.,TP,CAPRI,SEBASTIAN GIRALDO CALLE,EXPORTAÇÃO,696.0,10180.0
