ANO,MERCADO,MES,CLIENTE,MN,ARTIGO,REPRESENTANTE,GERENCIA,MTS,RS
2026,I,MAR,MARIA LUIZA BARBOSA VALENTE,TF,VICHY,FELIPPE TRINDADE REPRES. LTDA,MAGDA,90.0,2211.0
2026,I,MAR,MARIA LUIZA BARBOSA VALENTE,TP,LEVON,FELIPPE TRINDADE REPRES. LTDA,MAGDA,2.0,78.0
2026,I,MAR,MARILENE FERREIRA PAIVA FRADE DA CRUZ,TED,GRACE,VANESSA BRUNO KEY ACCOUNT,FABIANA FERNANDES,192.0,4915.0
2026,I,MAR,MARINETE,TF,BIARRITZ,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,61.0,1307.0
2026,I,MAR,MARINETE,TP,BOLT,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,267.0,3064.0
2026,I,MAR,MARINETE,TP,CAPITU,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,47.0,859.0
2026,I,MAR,MARINETE,TP,GALLES,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,149.0,2617.0
2026,I,MAR,MARINGA REPRESENTAÇÕES,TF,BIARRITZ,MC REPRESENTACAO TEXTIL LTDA,MAGDA,183.0,4138.0
2026,I,MAR,MARINGA REPRESENTAÇÕES,TF,LEVON,MC REPRESENTACAO TEXTIL LTDA,MAGDA,661.0,23023.0
2026,I,MAR,MARINGA REPRESENTAÇÕES,TF,VICHY,MC REPRESENTACAO TEXTIL LTDA,MAGDA,1696.0,30335.0
2026,I,MAR,MARINGA REPRESENTAÇÕES,TP,SILKY,MC REPRESENTACAO TEXTIL LTDA,MAGDA,100.0,1410.0
2026,I,MAR,MARISOL INDUSTRIA DO VESTUARIO,TP,ANA RUGA,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,300.0,7080.0
2026,I,MAR,MARIVONE AUCELLI - CAMISARIA,TP,RUTH,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,100.0,2891.0
2026,I,MAR,MARLAN MALHAS LTDA,TP,CUMARU,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,38.0
2026,I,MAR,MARLAN MALHAS LTDA,TP,MOOVE STRETCH,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,46.0
2026,I,MAR,MARRUA TORN COMERCIO DE ARTIGOS DE VESTUARIO LTDA,TF,CAPRI,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,80.0,1432.0
2026,I,MAR,MASTER UNIFORMES E BRINDES IND. E COM LTDA,TP,OXFORD,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,45.0,769.0
2026,I,MAR,MATTAR & CIA. LTDA,TF,TAOS,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,168.0,3881.0
2026,I,MAR,MB BORDADOS,TP,BOLT,MJ LIMA REPRESENTACOES LTDA,MAGDA,2.0,34.0
2026,I,MAR,MCP COMERCIO DO VESTUARIO LTDA,TF,FIL A FIL,PRS TECIDOS E REPRESENTAÇÕES COMERCIAIS,MAGDA,100.0,2437.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TF,BIARRITZ,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,8.0,192.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TF,VICHY,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,8.0,170.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,BIARRITZ,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,46.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,BOLT,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,39.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,GALLES,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,46.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,GALLES STRETCH,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,45.0,1189.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,LEVI,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,2.0,59.0
2026,I,MAR,MDC ACABAMENTOS TEXTEIS,TP,SILKY,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,4.0,82.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,BIARRITZ,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,50.0,1195.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,CACAU,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,53.0,1267.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,DONATO,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,54.0,1453.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,LEVON,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,55.0,1315.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,LUHI,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,263.0,7846.0
2026,I,MAR,MEDIDA CERTA LTDA,TF,OXFORD,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,69.0,1585.0
2026,I,MAR,MGL IND. E COM. DE CONF. LTDA,TP,RUTH,FELIPPE TRINDADE REPRES. LTDA,MAGDA,18.0,523.0
2026,I,MAR,MICHELINE LAVOR,TP,CAPITU,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,102.0,1859.0
2026,I,MAR,MICHELINE LAVOR,TP,GALLES,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,30.0,623.0
2026,I,MAR,MILANI CAMISARIA,TF,MAQ. 40,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,4.0,104.0
2026,I,MAR,MIN CONFECÇÃO COM ROUPAS E ACESS,TF,JACARTA,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,334.0,9892.0
2026,I,MAR,MINAS CHARMY TECIDOS,TED,BOLT,FELIPPE TRINDADE REPRES. LTDA,MAGDA,106.0,1792.0
2026,I,MAR,MINI MOO CONFECCAO INFANTIL LTDA,TED,GALLES,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,784.0,23107.0
2026,I,MAR,MINI MOO CONFECCAO INFANTIL LTDA,TP,GALLES,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,46.0,974.0
2026,I,MAR,MIRIAM MODAS,TF,OXFORD,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,109.0,2724.0
2026,I,MAR,MIRIAM MODAS,TP,GALLES STRETCH,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,70.0,1884.0
2026,I,MAR,MIRIAM MODAS,TP,GLOW STRETCH,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,201.0,5923.0
2026,I,MAR,MIRIAM MODAS,TP,SILKY,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,4.0,84.0
2026,I,MAR,MISCI ATACADO,TF,GALLES,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,30.0,699.0
2026,I,MAR,MISS FIORI,TED,GALLES,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,139.0,3303.0
2026,I,MAR,MISS FIORI,TP,BIARRITZ,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,201.0,2787.0
2026,I,MAR,MIUDO,TED,SILKY,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,141.0,3279.0
2026,I,MAR,MMC GOMES CONFECCOES LTDA,TED,GRACE,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,61.0,1385.0
2026,I,MAR,MMX CASTILHO ARTIGOS PARA BEBE,TED,GALLES,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,117.0,3243.0
2026,I,MAR,MMX CASTILHO ARTIGOS PARA BEBE,TF,CHAMBRAY,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,95.0,2338.0
2026,I,MAR,MMX CASTILHO ARTIGOS PARA BEBE,TF,GALLES,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,20.0,518.0
2026,I,MAR,MMX CASTILHO ARTIGOS PARA BEBE,TF,OXFORDINE,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,20.0,538.0
2026,I,MAR,MMX CASTILHO ARTIGOS PARA BEBE,TF,VARSOVIA,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,24.0,651.0
2026,I,MAR,MNM CONF,TED,RIVIERA,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,12.0,447.0
2026,I,MAR,MOIADEIROS,TF,BIARRITZ,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,593.0,13088.0
2026,I,MAR,MOIADEIROS,TF,CAPRI,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,3253.0,65194.0
2026,I,MAR,MOIADEIROS,TF,GALLES,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,450.0,9923.0
2026,I,MAR,MOIADEIROS,TF,GALLES STRETCH,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,829.0,20402.0
2026,I,MAR,MOIADEIROS,TF,MOZART,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,187.0,4766.0
2026,I,MAR,MOIADEIROS,TF,TAOS FLAT,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,490.0,10410.0
2026,I,MAR,MOIADEIROS,TF,VICHY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,879.0,16355.0
2026,I,MAR,MOIADEIROS,TP,SILKY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,319.0,4492.0
2026,I,MAR,MONT PELLIER CAMISARIA LTDA,TF,CAPRI,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,693.0,12416.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,FIL A FIL,REPRES.CLOMAR LTDA,MAGDA,52.0,1215.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,GALLES,REPRES.CLOMAR LTDA,MAGDA,50.0,1213.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,GALLES STRETCH,REPRES.CLOMAR LTDA,MAGDA,50.0,1354.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,MAQ. 40,REPRES.CLOMAR LTDA,MAGDA,100.0,2711.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,MOZART,REPRES.CLOMAR LTDA,MAGDA,100.0,2804.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TF,OXFORD,REPRES.CLOMAR LTDA,MAGDA,101.0,2350.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TP,CHAMBRAY,REPRES.CLOMAR LTDA,MAGDA,47.0,1012.0
2026,I,MAR,MONTAGNA COM DE ARTIGOS DO VESTUÁRIO LTDA,TP,SKIN,REPRES.CLOMAR LTDA,MAGDA,50.0,1401.0
2026,I,MAR,MOON BASICS LTDA,TF,BIARRITZ,FELIPPE TRINDADE REPRES. LTDA,MAGDA,100.0,2501.0
2026,I,MAR,MOON BASICS LTDA,TP,LEVON,FELIPPE TRINDADE REPRES. LTDA,MAGDA,103.0,4296.0
2026,I,MAR,MORENA ROSA,TED,GALLES,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,-300.0,-6949.0
2026,I,MAR,MOUI CONFECÇÕES,TED,CUMARU,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,429.0,11000.0
2026,I,MAR,MOUI CONFECÇÕES,TED,GALLES,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,5633.0,142993.0
2026,I,MAR,MOUI CONFECÇÕES,TED,SILKY,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,604.0,13806.0
2026,I,MAR,MP CONFECÇÕES LTDA,TF,BIARRITZ,ZEITUNE REPRESENTAÇÕES LTDA,CARLA,4.0,89.0
2026,I,MAR,MP CONFECÇÕES LTDA,TF,GIRON,ZEITUNE REPRESENTAÇÕES LTDA,CARLA,3.0,75.0
2026,I,MAR,MP CONFECÇÕES LTDA,TF,NEVOA,ZEITUNE REPRESENTAÇÕES LTDA,CARLA,4.0,80.0
2026,I,MAR,MP CONFECÇÕES LTDA,TF,TAOS,ZEITUNE REPRESENTAÇÕES LTDA,CARLA,2.0,43.0
2026,I,MAR,MPL,TF,BIARRITZ,LP REPRESENTAÇÕES EIRELI,MAGDA,50.0,1055.0
2026,I,MAR,MPL,TF,CACAU,LP REPRESENTAÇÕES EIRELI,MAGDA,511.0,11187.0
2026,I,MAR,MPL,TF,DONATO,LP REPRESENTAÇÕES EIRELI,MAGDA,200.0,4704.0
2026,I,MAR,MPL,TF,GALLES,LP REPRESENTAÇÕES EIRELI,MAGDA,351.0,7411.0
2026,I,MAR,MPL,TF,MAQ. 40,LP REPRESENTAÇÕES EIRELI,MAGDA,609.0,14145.0
2026,I,MAR,MPL,TF,MAQ. 50,LP REPRESENTAÇÕES EIRELI,MAGDA,654.0,16991.0
2026,I,MAR,MPL,TF,OXFORD,LP REPRESENTAÇÕES EIRELI,MAGDA,391.0,7915.0
2026,I,MAR,MPL,TF,TAOS FLAT,LP REPRESENTAÇÕES EIRELI,MAGDA,100.0,2028.0
2026,I,MAR,MPL,TF,VALENCE,LP REPRESENTAÇÕES EIRELI,MAGDA,315.0,6905.0
2026,I,MAR,MPL,TF,VICHY,LP REPRESENTAÇÕES EIRELI,MAGDA,101.0,1877.0
2026,I,MAR,MPL,TP,BIARRITZ,LP REPRESENTAÇÕES EIRELI,MAGDA,1510.0,24002.0
2026,I,MAR,MPL,TP,MAQ. 40,LP REPRESENTAÇÕES EIRELI,MAGDA,353.0,7969.0
2026,I,MAR,MPL,TP,SILKY STRETCH,LP REPRESENTAÇÕES EIRELI,MAGDA,2464.0,39421.0
2026,I,MAR,MUJICA & MORENO LTDA,TF,OXFORD,ATENDIMENTO DIRETO MI,MAGDA,1224.0,26736.0
2026,I,MAR,MULTISEG UNIFORMES E EQUIPAMENTOS LTDA,TP,SILKY,ATENDIMENTO DIRETO MI,MAGDA,25.0,420.0
2026,I,MAR,MUSKINHA,TED,GALLES,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,760.0,20711.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TED,BIARRITZ,FELIPPE TRINDADE REPRES. LTDA,MAGDA,70.0,1098.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TED,GRACE,FELIPPE TRINDADE REPRES. LTDA,MAGDA,61.0,792.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TF,CUMARU,FELIPPE TRINDADE REPRES. LTDA,MAGDA,2.0,45.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TF,DONATO,FELIPPE TRINDADE REPRES. LTDA,MAGDA,8.0,184.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TF,JACARTA,FELIPPE TRINDADE REPRES. LTDA,MAGDA,4.0,95.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TF,LUHI,FELIPPE TRINDADE REPRES. LTDA,MAGDA,4.0,107.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TF,TAOS,FELIPPE TRINDADE REPRES. LTDA,MAGDA,9130.0,135781.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TP,RAIZ,FELIPPE TRINDADE REPRES. LTDA,MAGDA,4.0,73.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TP,SILKY,FELIPPE TRINDADE REPRES. LTDA,MAGDA,3439.0,38844.0
2026,I,MAR,MX72 MANUFATURA DA MODA LTDA,TP,SILKY STRETCH,FELIPPE TRINDADE REPRES. LTDA,MAGDA,1578.0,22083.0
2026,I,MAR,MY BASIC COM DE ROUPAS E ACESS LTDA,TF,DONATO,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,491.0,14175.0
2026,I,MAR,MY BASIC COM DE ROUPAS E ACESS LTDA,TF,TAOS,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,150.0,3735.0
2026,I,MAR,MY BASIC COM DE ROUPAS E ACESS LTDA,TF,TRENTINO,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,4.0,164.0
2026,I,MAR,MY BASIC COM DE ROUPAS E ACESS LTDA,TP,AURUM STRETCH,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,2.0,100.0
2026,I,MAR,MY BASIC COM DE ROUPAS E ACESS LTDA,TP,MOOD PLUS,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,191.0,6522.0
2026,I,MAR,NAELIA DONATTI,TP,CAPITU,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,244.0,4524.0
2026,I,MAR,NAELIA DONATTI,TP,VOILE DIET,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,-96.0,-2206.0
2026,I,MAR,NAMASKAR,TF,VICHY,REPRESENTAÇÕES SANTA CATARINA LTDA,MAGDA,200.0,4916.0
2026,I,MAR,NAMASKAR,TP,GALLES,REPRESENTAÇÕES SANTA CATARINA LTDA,MAGDA,28.0,723.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TED,BOXER,SOUTO REPRES. LTDA,MAGDA,2.0,48.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TED,OXFORD,SOUTO REPRES. LTDA,MAGDA,2.0,50.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TED,SILKY,SOUTO REPRES. LTDA,MAGDA,4.0,92.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TF,JACARTA,SOUTO REPRES. LTDA,MAGDA,2.0,55.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TF,OXFORD,SOUTO REPRES. LTDA,MAGDA,4.0,92.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TF,VALENCE,SOUTO REPRES. LTDA,MAGDA,6.0,150.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TF,VICHY,SOUTO REPRES. LTDA,MAGDA,8.0,168.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TP,BIARRITZ,SOUTO REPRES. LTDA,MAGDA,2.0,44.0
2026,I,MAR,NANA BACANA IND COM CONFEC LTDA,TP,JACARTA,SOUTO REPRES. LTDA,MAGDA,2.0,52.0
2026,I,MAR,NANA KIDS,TED,BOLT,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,2025.0,41165.0
2026,I,MAR,NANA KIDS,TED,BOXER,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,2.0,47.0
2026,I,MAR,NANA KIDS,TF,TAOS,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,1165.0,25250.0
2026,I,MAR,NANA KIDS,TP,BOXER PLUS,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,2.0,43.0
2026,I,MAR,NANA KIDS,TP,SILKY,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,4.0,80.0
2026,I,MAR,NATALIA MAIA FENELON BARSALOBRE LTDA,TF,BIS,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,24.0,655.0
2026,I,MAR,NATALIA MAIA FENELON BARSALOBRE LTDA,TF,GALLES,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,31.0,773.0
2026,I,MAR,NATALIA MAIA FENELON BARSALOBRE LTDA,TF,TAOS,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,87.0,2133.0
2026,I,MAR,NATALIA MAIA FENELON BARSALOBRE LTDA,TP,RAVEL,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,218.0,6894.0
2026,I,MAR,NATIVA CONFECCOES LTDA ME,TF,TAOS,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,306.0,6492.0
2026,I,MAR,NESTIG,TED,BOXER,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,300.0,8119.0
2026,I,MAR,NESTIG,TP,BOXER,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,670.0,15414.0
2026,I,MAR,NEW FABRIC,TF,BIARRITZ,NICCHIO REPRESENTACOES E SERVICOS S/C LTDA,MAGDA,100.0,2206.0
2026,I,MAR,NEW FABRIC,TP,BIARRITZ,NICCHIO REPRESENTACOES E SERVICOS S/C LTDA,MAGDA,2.0,42.0
2026,I,MAR,NEW FABRIC,TP,LIRA,NICCHIO REPRESENTACOES E SERVICOS S/C LTDA,MAGDA,50.0,1273.0
2026,I,MAR,NEWPRIME,TF,VICHY JOB,MJ LIMA REPRESENTACOES LTDA,MAGDA,309.0,6721.0
2026,I,MAR,NEWPRIME,TP,FIORINO JOB,MJ LIMA REPRESENTACOES LTDA,MAGDA,297.0,6594.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,BIARRITZ,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,406.0,2846.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,BOLT,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,775.0,5427.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,BOXER PLUS,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,530.0,3704.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,CUMARU,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,1506.0,10536.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,GALLES,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,1661.0,11620.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,GALLES STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,33.0,234.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,GLOW STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,419.0,2928.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,LIRA,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,22.0,153.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOGNO,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,310.0,2167.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOOD PLUS,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,2063.0,14440.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOOD POWER,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,15.0,107.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOOVE STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,1401.0,9809.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOTION STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,1018.0,7121.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,MOZART,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,61.0,429.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,OXFORD STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,14.0,97.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,RAVEL,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,832.0,5824.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,RAVEL STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,1011.0,7082.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,RIVIERA,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,55.0,384.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,RIVIERA STRETCH,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,674.0,4718.0
2026,I,MAR,NIAZI CHOHFI TEXTIL LTDA,TP,SILKY,INOVA CONSULTORIA & NEGOCIOS LTDA - EPP,MAGDA,3193.0,22348.0
2026,I,MAR,NICOBOCO,TP,RAIZ,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,119.0,1994.0
2026,I,MAR,NIEN HOMEWEAR,TED,RIVIERA,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,382.0,13213.0
2026,I,MAR,NIEN HOMEWEAR,TED,VOILE DIET,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,1948.0,56389.0
2026,I,MAR,NIEN HOMEWEAR,TP,VOILE DIET,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,1936.0,49204.0
2026,I,MAR,NK STORE,TF,LUHI,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,255.0,8655.0
2026,I,MAR,NK STORE,TF,VICHY,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,547.0,12538.0
2026,I,MAR,NK STORE,TP,GALLES,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,180.0,4482.0
2026,I,MAR,NK STORE,TP,GALLES STRETCH,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,368.0,10256.0
2026,I,MAR,NKF CONFECÇOES LDTA,TP,CUMARU,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,-79.0,-1409.0
2026,I,MAR,NORBERTO SARNAGLIA,TF,MAQ. 40,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,55.0,1355.0
2026,I,MAR,NORBERTO SARNAGLIA,TP,LINEN,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,59.0,4058.0
2026,I,MAR,NOS+VOSS,TF,LEVON,ACSTEXTIL REPRESENTACAO LTDA,FABIANA FERNANDES,100.0,4002.0
2026,I,MAR,NOS+VOSS,TF,VICHY,ACSTEXTIL REPRESENTACAO LTDA,FABIANA FERNANDES,6.0,137.0
2026,I,MAR,NS CONFECÇÕES LTDA,TED,BIARRITZ,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,102.0,2550.0
2026,I,MAR,NS CONFECÇÕES LTDA,TF,ANA RUGA,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,100.0,2512.0
